00ROPC9999BOVESPA 99992017012820170127                                                                                                                          
01VALE        PNA     N1201702200620000070VALEB51     000000010000000002198000000000125600000000000107700000000000169700000000000403000000000900000621931ACN    
01VALE        PNA     N1201702200639000070VALEB66     000000010000000002698000000000269300000000000437000000000001692300000000002398600000005300001501931ACN    
01VALE        PNA     N1201702201090000070VALEB27     000000010000000002748000000000189500000000000629000000000000474400000000001292900000002500001361931ACN    
01VALE        PNA     N1201702200647000070VALEB57     000000010000000002798000000000290900000000000576100000000004547000000000005414000000004800001961931ACN    
01VALE        PNA     N1201702201104000070VALEB28     000000010000000002848000000000312100000000000498800000000000382700000000001193600000004800001521931ACN    
01VALE        PNA     N1201702200310000070VALEB89     000000010000000002923000000000054200000000001300300000000000191600000000001546100000001100000551932ACN    
01VALE        PNA     N1201702201112000070VALEB99     000000010000000002948000000000062400000000000766200000000000228600000000001057200000002500000801931ACN    
01VALE        PNA     N1201702201589000070VALEB69     000000010000000002973000000000000100000000000139700000000000011600000000000151400000000900000091932ACN    
01VALE        PNA     N1201702200051000070VALEB59     000000010000000002998000000000691700000000001262400000000001142800000000003096900000007700002171931ACN    
01VALE        PNA     N1201702201597000070VALEB33     000000010000000003023000000000002900000000000574600000000000001800000000000579300000002100000111932ACN    
01VALE        PNA     N1201702201600000070VALEB30     000000010000000003048000000000368800000000000796100000000000217700000000001382600000009000001561931ACN    
01VALE        PNA     N1201702201619000070VALEB34     000000010000000003073000000000000300000000000107700000000000001800000000000109800000001200000131932ACN    
01VALE        PNA     N1201702200060000070VALEB60     000000010000000003098000000000589100000000002059300000000000718500000000003366900000011800002231931ACN    
01VALE        PNA     N1201702201627000070VALEB35     000000010000000003123000000000003200000000000090300000000000061600000000000155100000001300000161932ACN    
01VALE        PNA     N1201702201635000070VALEB31     000000010000000003148000000000066400000000000620900000000000255900000000000943200000008100001121931ACN    
01VALE        PNA     N1201702200329000070VALEB11     000000010000000003173000000000038600000000000139200000000000029200000000000207000000001900000351932ACN    
01VALE        PNA     N1201702200078000070VALEB1      000000010000000003198000000000423100000000001616200000000000826900000000002866200000013800002041931ACN    
01VALE        PNA     N1201702201767000070VALEB36     000000010000000003248000000000053900000000000555700000000000623500000000001233100000006800001001931ACN    
01VALE        PNA     N1201702200086000070VALEB22     000000010000000003298000000000247900000000004135200000000000480800000000004863900000023200001811931ACN    
01VALE        PNA     N1201702202038000070VALEB39     000000010000000003348000000000006300000000000660200000000000159700000000000826200000003500000281931ACN    
01VALE        PNA     N1201702200094000070VALEB3      000000010000000003398000000000325400000000003013100000000000459100000000003797600000025100001651931ACN    
01VALE        PNA     N1201702202046000070VALEB42     000000010000000003448000000000043400000000000236600000000000071800000000000351800000003600000301931ACN    
01VALE        PNA     N1201702200108000070VALEB4      000000010000000003498000000000245500000000002413900000000001714900000000004374300000027400001501931ACN    
01VALE        PNA     N1201702202054000070VALEB43     000000010000000003548000000000018500000000000167600000000000015300000000000201400000003100000221931ACN    
01VALE        PNA     N1201702200116000070VALEB5      000000010000000003598000000000165800000000004374800000000000695300000000005235900000030900001341931ACN    
01VALE        PNA     N1201702202062000070VALEB44     000000010000000003648000000000030400000000000260400000000000005500000000000296300000005100000211931ACN    
01VALE        PNA     N1201702200124000070VALEB6      000000010000000003698000000000069100000000002515800000000002553800000000005138700000044800001221931ACN    
01VALE        PNA     N1201702202070000070VALEB46     000000010000000003748000000000008700000000000353800000000000013200000000000375700000006600000221931ACN    
01VALE        PNA     N1201702202089000070VALEB47     000000010000000003798000000000020200000000002395900000000000806200000000003222300000024900000741931ACN    
01VALE        PNA     N1201702202402000070VALEB48     000000010000000003898000000000000000000000000268400000000000119500000000000387900000001200000091931ACN    
01VALE        PNA     N1201702202410000070VALEB58     000000010000000003998000000000000000000000001456700000000000254100000000001710800000001400000141931ACN    
01VALE        PNA     N1201702202429000070VALEB61     000000010000000004098000000000001600000000000316500000000000879500000000001197600000003300000131931ACN    
01VIVT        PN        201702200825000070VIVTB87     000000010000000004710000000000004000000000000000000000000000029700000000000033700000000300000071312ACN    
01VIVT        PN        201702200485000070VIVTB11     000000010000000004135000000000000000000000000005600000000000000000000000000005600000000100000011321ACN    
01VIVT        PN        201702200493000070VIVTB12     000000010000000004235000000000000000000000000002700000000000000100000000000002800000000100000021321ACN    
01VIVT        PN        201702200655000070VIVTB43     000000010000000004285000000000000000000000000021600000000000000000000000000021600000000100000011321ACN    
01VIVT        PN        201702200388000070VIVTB13     000000010000000004335000000000004000000000000001400000000000000000000000000005400000000200000021321ACN    
01VIVT        PN        201702200663000070VIVTB44     000000010000000004385000000000000900000000000021500000000000005000000000000027400000000100000041321ACN    
01VIVT        PN        201702200507000070VIVTB14     000000010000000004435000000000000000000000000000000000000000001000000000000001000000000100000011321ACN    
01VIVT        PN        201702200515000070VIVTB15     000000010000000004535000000000012300000000000000000000000000001900000000000014200000000300000061321ACN    
01VIVT        PN        201702200523000070VIVTB16     000000010000000004635000000000005200000000000000000000000000000000000000000005200000000100000031321ACN    
01VIVT        PN        201702200531000070VIVTB17     000000010000000004735000000000005500000000000000000000000000041800000000000047300000000100000091321ACN    
01VIVT        PN        201702200450000070VIVTB88     000000010000000004810000000000000500000000000000000000000000105200000000000105700000000300000211322ACN    
01VIVT        PN        201702200434000070VIVTB89     000000010000000004910000000000000000000000000000000000000000350000000000000350000000000100000041322ACN    
01VIVT        PN        201702200728000070VIVTB19     000000010000000004935000000000052600000000000000000000000000000000000000000052600000000100000031321ACN    
01ITSA        PN      N1201703200574000070ITSAC82     000000010000000000801000000000000000000000000252300000000000000000000000000252300000000100000013721ACN    
01ITSA        PN      N1201703200582000070ITSAC9      000000010000000000881000000000005000000000000000000000000000360000000000000365000000000200000023721ACN    
01ITSA        PN      N1201703200892000070ITSAC94     000000010000000000921000000000060700000000000000000000000000141600000000000202300000000400000083721ACN    
01ITSA        PN      N1201703200590000070ITSAC10     000000010000000000979000000000013200000000000000000000000000030300000000000043500000000800000043721ACN    
01ITSA        PN      N1201703200051000070ITSAC92     000000010000000000901000000000000800000000000000000000000000005000000000000005800000000200000023731ACN    
01ITSA        PN      N1201703200060000070ITSAC98     000000010000000000959000000000002000000000000000000000000000001000000000000003000000000100000023731ACN    
01ITSA        PN      N1201703200078000070ITSAC1      000000010000000001029000000000015500000000000000000000000000540000000000000555500000000600000033731ACN    
01ITUB        PN      N1201703200078000070ITUBC85     000000010000000002748000000000000000000000000000000000000000608280000000000608280000000200000021901ACN    
01ITUB        PN      N1201703200094000070ITUBC66     000000010000000002831000000000000220000000000000000000000000000000000000000000220000000100000011901ACN    
01ITUB        PN      N1201703200272000070ITUBC52     000000010000000002812000000000000000000000000000000000000000022100000000000022100000000200000052022ACN    
01ITUB        PN      N1201703200132000070ITUBC73     000000010000000002899000000000406620000000000078100000000000375520000000000860240000000300000202022ACN    
01ITUB        PN      N1201703200248000070ITUBC94     000000010000000002990000000000265950000000000000000000000000881140000000001147090000000400000082022ACN    
01ITUB        ON      N1201703200086000070ITUBC90     000000010000000002556000000000000000000000000000000000000000013200000000000013200000000100000012041ACN    
01ITUB        ON      N1201703200051000070ITUBC69     000000010000000002579000000000000000000000000000110000000000000000000000000000110000000100000012042ACN    
01ITUB        ON      N1201703200132000070ITUBC95     000000010000000002806000000000000000000000000000000000000000000110000000000000110000000100000012042ACN    
01ITUB        PN      N1201703200051000070ITUBC53     000000010000000002853000000000719510000000000000000000000000079640000000000799150000000100000202042ACN    
01ITUB        ON      N1201703200094000070ITUBC55     000000010000000002897000000000000000000000000000000000000000618640000000000618640000000100000012042ACN    
01ITUB        PN      N1201703200124000070ITUBC79     000000010000000002944000000002055840000000000106700000000000559960000000002722500000000100000132042ACN    
01ITUB        PN      N1201703200191000070ITUBC34     000000010000000003081000000000036300000000002520340000000000000000000000002556640000000300000042042ACN    
01ITUB        PN      N1201703200990000070ITUBC76     000000010000000003262000000000000000000000000005000000000000008580000000000013580000000300000032042ACN    
01ITUB        PN      N1201703200230000070ITUBC97     000000010000000003308000000000000000000000000168330000000000020160000000000188490000000300000272042ACN    
01ITUB        PN      N1201703200272000070ITUBC44     000000010000000003353000000000604320000000000300050000000000006100000000000910470000000300000092042ACN    
01ITUB        PN      N1201703200574000070ITUBC72     000000010000000003399000000000061720000000000002000000000000000200000000000063920000000300000062042ACN    
01ITUB        PN      N1201703200531000070ITUBC92     000000010000000003467000000000050000000000000000000000000000342100000000000392100000000200000022041ACN    
01ITUB        PN      N1201703200450000070ITUBC62     000000010000000003626000000000023000000000000009990000000000005130000000000038120000000700000102041ACN    
01ITUB        PN      N1201703200183000070ITUBC1      000000010000000000899000000000004200000000000000000000000003327500000000003331700000000300000032082ACN    
01ITUB        PN      N1201703200213000070ITUBC35     000000010000000003149000000000273900000000000025630000000000000000000000000299530000002800000022111ACN    
01ITUB        PN      N1201703200272000070ITUBC40     000000010000000003603000000000000210000000000000000000000000003090000000000003300000000500000072111ACN    
01ITUB        PN      N1201703200264000070ITUBC14     000000010000000003449000000000000000000000000000000000000000036300000000000036300000000100000012132ACN    
01ITUB        PN      N1201703200299000070ITUBC3      000000010000000003492000000000000500000000000000000000000001200200000000001200700000000200000082132ACN    
01ITUB        PN      N1201703200272000070ITUBC20     000000010000000003960000000000006000000000000001500000000000113100000000000120600000000800000122132ACN    
01ITUB        PN      N1201703200302000070ITUBC22     000000010000000004060000000000005500000000000200000000000001165300000000001370800000000700000242132ACN    
01ITUB        PN      N1201703200191000070ITUBC65     000000010000000002532000000000000000000000000000000000000000253000000000000253000000000100000012142ACN    
01ITUB        PN      N1201703200205000070ITUBC80     000000010000000003040000000000157200000000000000000000000000000000000000000157200000000200000012142ACN    
01ITUB        PN      N1201703200183000070ITUBC5      000000010000000003517000000000001700000000000000000000000000008600000000000010300000000200000032141ACN    
01ITUB        PN      N1201703200108000070ITUBC33     000000010000000003287000000000000000000000000001700000000000001700000000000003400000000100000012151ACN    
01ITUB        PN      N1201703200124000070ITUBC4      000000010000000003378000000000004300000000000005000000000000000900000000000010200000000400000072151ACN    
01ITUB        PN      N1201703200280000070ITUBC8      000000010000000003424000000000000300000000000000000000000000099200000000000099500000000300000032151ACN    
01ITUB        PN      N1201703200051000070ITUBC96     000000010000000003651000000000087500000000000600000000000000000000000000000687500000000500000032152ACN    
01ITUB        PN      N1201703200159000070ITUBC7      000000010000000003726000000000002000000000000015000000000000098900000000000115900000000400000102151ACN    
01ITUB        PN      N1201703200167000070ITUBC38     000000010000000003835000000000006400000000000000000000000000043200000000000049600000000200000112151ACN    
01ITUB        PN      N1201703200183000070ITUBC39     000000010000000003935000000000000200000000000162050000000000045050000000000207300000000500000102151ACN    
01ITUB        PN      N1201703200205000070ITUBC11     000000010000000004035000000000000000000000000001000000000000128900000000000129900000000300000032151ACN    
01BRFS        ON      NM201704171031000070BRFSD6      000000010000000006033000000000000000000000000150000000000000100000000000000250000000000300000021161ACN    
01BRFS        ON      NM201704170663000070BRFSD81     000000010000000006083000000000000000000000000001100000000000000000000000000001100000000100000021162ACN    
01BRFS        ON      NM201704170655000070BRFSD7      000000010000000006233000000000000000000000000000100000000000200000000000000200100000000200000021161ACN    
01BRFS        ON      NM201704172810000070BRFSD15     000000010000000004583000000000000300000000000000000000000000000100000000000000400000000200000021171ACN    
01BRFS        ON      NM201704172828000070BRFSD46     000000010000000004633000000000000000000000000000000000000000070000000000000070000000000100000011171ACN    
01BRFS        ON      NM201704172836000070BRFSD16     000000010000000004683000000000001100000000000000000000000000000200000000000001300000000100000031171ACN    
01BRFS        ON      NM201704172844000070BRFSD47     000000010000000004733000000000000000000000000000100000000000000900000000000001000000000100000011171ACN    
01BRFS        ON      NM201704171872000070BRFSD27     000000010000000004783000000000000600000000000000000000000000000000000000000000600000000100000011171ACN    
01BRFS        ON      NM201704172852000070BRFSD48     000000010000000004833000000000000600000000000000000000000000000100000000000000700000000100000011171ACN    
01BRFS        ON      NM201704172860000070BRFSD49     000000010000000004933000000000000000000000000000000000000000000400000000000000400000000200000011171ACN    
01BRFS        ON      NM201704171880000070BRFSD57     000000010000000005733000000000000000000000000000100000000000001900000000000002000000000100000011171ACN    
01BRFS        ON      NM201704171635000070BRFSD61     000000010000000006133000000000000000000000000000000000000000114800000000000114800000000100000011171ACN    
01BRFS        ON      NM201704171570000070BRFSD21     000000010000000006183000000000000000000000000000000000000000100000000000000100000000000100000011172ACN    
01BRIN        ON      NM201704170310000070BRIND20     000000010000000002000000000000000000000000000000000000000000035000000000000035000000000100000011111ACN    
01BRIN        ON      NM201704170329000070BRIND60     000000010000000002025000000000000000000000000000000000000000050000000000000050000000000100000011112ACN    
01BRML        ON      NM201704173530000070BRMLD51     000000010000000001654000000000000000000000000000000000000000023400000000000023400000000100000011081ACN    
01BRML        ON      NM201704172500000070BRMLD14     000000010000000001419000000000000000000000000000000000000001100600000000001100600000000300000091091ACN    
01BRML        ON      NM201704172852000070BRMLD74     000000010000000001444000000000000000000000000000000000000000413000000000000413000000000200000021092ACN    
01BRML        ON      NM201704172518000070BRMLD18     000000010000000001804000000000000000000000000500000000000000500000000000001000000000000100000021091ACN    
01BRPR        ON      NM201704170272000070BRPRD85     000000010000000000850000000000000000000000000000000000000000240000000000000240000000000100000041162ACN    
01BRSR        PNB     N1201704178001000070BRSRD77     000000010000000000766000000000020000000000000000000000000000000000000000000020000000000100000011482ACN    
01BVMF        ON      NM201704171597000070BVMFD59     000000010000000001882000000000000000000000000020000000000000000000000000000020000000000100000011362ACN    
01BVMF        ON      NM201704172046000070BVMFD50     000000010000000002007000000000000000000000000100000000000000000100000000000100100000000100000021361ACN    
01BVMF        ON      NM201704171376000070BVMFD54     000000010000000002457000000000000000000000000000000000000000150000000000000150000000000100000011371ACN    
01BVMF        ON      NM201704170051000070BVMFD78     000000010000000001832000000000000000000000004000000000000000016900000000004016900000000200000021392ACN    
01BVMF        ON      NM201704170060000070BVMFD81     000000010000000002082000000000000000000000004000000000000002030000000000006030000000000200000021392ACN    
01BVMF        ON      NM201704170230000070BVMFD18     000000010000000001807000000000000000000000000000000000000000249900000000000249900000001900000041401ACN    
01BVMF        ON      NM201704170248000070BVMFD48     000000010000000001857000000000000000000000000000000000000000085300000000000085300000000100000031401ACN    
01BVMF        ON      NM201704170256000070BVMFD19     000000010000000001907000000000001000000000000000000000000000000000000000000001000000000100000011401ACN    
01CCRO        ON      NM201704170310000070CCROD67     000000010000000001683000000000044000000000000000000000000000075000000000000119000000000100000021292ACN    
01CCRO        ON      NM201704170060000070CCROD17     000000010000000001708000000000002800000000000000000000000000500000000000000502800000000100000051301ACN    
01CIEL        ON      NM201704172429000070CIELD73     000000010000000002692000000000000000000000000002000000000000000000000000000002000000000100000011181ACN    
01CIEL        ON      NM201704172437000070CIELD93     000000010000000003588000000000000000000000000010000000000000007000000000000017000000000500000031182ACN    
01CIEL        ON      NM201704170329000070CIELD96     000000010000000002879000000000000000000000000003000000000000051950000000000054950000000300000061192ACN    
01CIEL        ON      NM201704171112000070CIELD85     000000010000000002546000000000000000000000000002000000000000000100000000000002100000000200000021212ACN    
01CIEL        ON      NM201704171163000070CIELD28     000000010000000002792000000000000000000000000002000000000000000000000000000002000000000100000011211ACN    
01CIEL        ON      NM201704171120000070CIELD30     000000010000000003004000000000000000000000000050000000000000165000000000000215000000000200000041211ACN    
01CIEL        ON      NM201704171139000070CIELD90     000000010000000003079000000000000000000000000007200000000000000000000000000007200000000100000021212ACN    
01CIEL        ON      NM201704171104000070CIELD2      000000010000000003254000000000000000000000000000000000000000120000000000000120000000000100000011211ACN    
01CIEL        ON      NM201704170426000070CIELD84     000000010000000002496000000000000000000000000004000000000000000000000000000004000000000300000011222ACN    
01CIEL        ON      NM201704170191000070CIELD25     000000010000000002521000000000000100000000000000000000000000000000000000000000100000000100000011221ACN    
01CIEL        ON      NM201704170035000070CIELD65     000000010000000002596000000000000000000000000052000000000000000100000000000052100000000300000031222ACN    
01CIEL        ON      NM201704170213000070CIELD26     000000010000000002621000000000003600000000000002000000000000002500000000000008100000000200000051221ACN    
01CIEL        ON      NM201704170531000070CIELD86     000000010000000002646000000000000000000000000004000000000000004000000000000008000000000100000031222ACN    
01ITUB        PN      N1201705150191000070ITUBE9      000000010000000002852000000000002200000000000000000000000000000000000000000002200000000100000012062ACN    
01ITUB        PN      N1201705150159000070ITUBE48     000000010000000003442000000000004950000000000000000000000000000000000000000004950000000100000012062ACN    
01ITUB        PN      N1201705150167000070ITUBE49     000000010000000003488000000000017600000000000000000000000000000000000000000017600000000100000012062ACN    
01ITUB        PN      N1201705150124000070ITUBE39     000000010000000003511000000000000000000000000000000000000000016060000000000016060000000100000012061ACN    
01ITUB        ON      N1201705150019000070ITUBE81     000000010000000002762000000000055000000000000000000000000000000000000000000055000000000100000012082ACN    
01ITUB        PN      N1201705150132000070ITUBE60     000000010000000000942000000000000000000000000000000000000003327500000000003327500000000100000012112ACN    
01ITUB        PN      N1201705150361000070ITUBE61     000000010000000002783000000000000000000000000000000000000000017270000000000017270000000100000012121ACN    
01ITUB        PN      N1201705150256000070ITUBE37     000000010000000003704000000000000000000000000000000000000000030500000000000030500000000100000012141ACN    
01ITUB        PN      N1201705150272000070ITUBE57     000000010000000002742000000000000000000000000000000000000001190700000000001190700000000300000082151ACN    
01ITUB        PN      N1201705150019000070ITUBE91     000000010000000003088000000000171600000000000000000000000000000100000000000171700000000200000022152ACN    
01ITUB        PN      N1201705150248000070ITUBE97     000000010000000003729000000000000000000000000000000000000000660000000000000660000000000100000012152ACN    
01ITUB        PN      N1201705150507000070ITUBE6      000000010000000003679000000000000000000000000006700000000000000000000000000006700000000100000012172ACN    
01ITUB        PN      N1201705150515000070ITUBE19     000000010000000003929000000000006700000000000006700000000000000000000000000013400000000100000012172ACN    
01ITUB        PN      N1201705150531000070ITUBE11     000000010000000004154000000000000000000000000000000000000000003000000000000003000000000100000012171ACN    
01KROT        ON      NM201705150698000070KROTE72     000000010000000001275000000000000000000000000000000000000000070000000000000070000000000100000011222ACN    
01LAME        PN        201705150027000070LAMEE78     000000010000000001875000000000000000000000000010000000000000000000000000000010000000000100000011982ACN    
01LAME        PN        201705150035000070LAMEE79     000000010000000001975000000000005600000000000004400000000000000000000000000010000000000100000011982ACN    
01LIGT        ON      NM201705150205000070LIGTE76     000000010000000001675000000000000000000000000000000000000000010200000000000010200000000100000031182ACN    
01MILS        ON      NM201705150094000070MILSE94     000000010000000000475000000000000000000000000080000000000000000000000000000080000000000100000011122ACN    
01MILS        ON      NM201705150108000070MILSE6      000000010000000000600000000000000000000000000080000000000000000000000000000080000000000100000011121ACN    
01MRFG        ON      NM201705154103000070MRFGE72     000000010000000000720000000000000000000000000600000000000000600000000000001200000000000400000011081ACN    
01MRFG        ON      NM201705154111000070MRFGE84     000000010000000000840000000000000000000000000600000000000000000000000000000600000000000100000041081ACN    
01MRVE        ON      NM201705150205000070MRVEE2      000000010000000001165000000002000000000000000000000000000000000000000000002000000000000100000011101ACN    
01PETR        PN        201705157595000070PETRE31     000000010000000000810000000000030000000000000000000000000000000000000000000030000000000100000011852ACN    
01PETR        PN        201705158028000070PETRE10     000000010000000001000000000000061500000000000000000000000000000000000000000061500000000100000011851ACN    
01PETR        PN        201705157900000070PETRE70     000000010000000001075000000000015000000000000000000000000000000000000000000015000000000300000021852ACN    
01PETR        PN        201705157617000070PETRE34     000000010000000001400000000000051200000000000000000000000000000000000000000051200000000600000031851ACN    
01PETR        PN        201705153654000070PETRE75     000000010000000001575000000000000000000000000004000000000000000000000000000004000000000100000011862ACN    
01PETR        PN        201705152801000070PETRE16     000000010000000001600000000000000000000000000098400000000000000000000000000098400000002000000021861ACN    
01PETR        PN        201705153638000070PETRE76     000000010000000001625000000000000000000000000004500000000000000000000000000004500000000100000011862ACN    
01PETR        PN        201705152232000070PETRE46     000000010000000001650000000000000000000000000005000000000000000000000000000005000000000100000011861ACN    
01PETR        PN        201705152240000070PETRE17     000000010000000001700000000000002000000000000058300000000000312300000000000372600000000800000051861ACN    
01PETR        PN        201705153190000070PETRE77     000000010000000001725000000000000000000000000018000000000000000000000000000018000000000200000021862ACN    
01PETR        PN        201705151570000070PETRE18     000000010000000001800000000000139000000000000107900000000000607600000000000854500000001900000301861ACN    
01PETR        PN        201705153379000070PETRE78     000000010000000001825000000000012000000000000004000000000000028100000000000044100000000300000051862ACN    
01PETR        PN        201705153204000070PETRE68     000000010000000001875000000000010000000000000010000000000000000000000000000020000000000100000011862ACN    
01PETR        PN        201705152100000070PETRE20     000000010000000002000000000000000000000000000704800000000000001300000000000706100000001400000061861ACN    
01PETR        PN        201705151589000070PETRE21     000000010000000002100000000000000000000000000040800000000000867200000000000908000000000300000031861ACN    
01PETR        PN        201705152828000070PETRE22     000000010000000002200000000000000000000000000000600000000000785800000000000786400000000900000041861ACN    
01PETR        PN        201705152836000070PETRE23     000000010000000002300000000000000000000000000000000000000000188500000000000188500000000200000021861ACN    
01PETR        PN        201705152844000070PETRE24     000000010000000002400000000000020300000000000004900000000000833800000000000859000000000100000041861ACN    
01RUMO        ON      NM201705152275000070RUMOE65     000000010000000000650000000000000000000000000000000000000000020000000000000020000000000100000011022ACN    
01ARZZ        ON      NM201702200027000070ARZZB2      000000010000000003229000000000000100000000000000000000000000012200000000000012300000000200000031221ACN    
01BBAS        ON      NM201702200647000070BBASB86     000000010000000001597000000000005400000000000000000000000000019000000000000024400000000200000022572ACN    
01BBAS        ON      NM201702200990000070BBASB87     000000010000000001647000000000003800000000000000000000000000005000000000000008800000000200000022572ACN    
01BBAS        ON      NM201702201023000070BBASB78     000000010000000001797000000000118000000000000000000000000000011000000000000129000000000200000062572ACN    
01BBAS        ON      NM201702201163000070BBASB72     000000010000000002247000000000006000000000000000000000000000004000000000000010000000000200000022612ACN    
01BBAS        ON      NM201702201180000070BBASB74     000000010000000002447000000000018400000000000000000000000000005000000000000023400000000300000032612ACN    
01BBAS        ON      NM201702201171000070BBASB77     000000010000000002747000000000071100000000000003000000000000005400000000000079500000000200000102612ACN    
01BBAS        ON      NM201702200213000070BBASB48     000000010000000001872000000000000900000000000000000000000000000000000000000000900000000100000012631ACN    
01BBAS        ON      NM201702201066000070BBASB79     000000010000000001897000000000135500000000000000800000000000001600000000000137900000000100000042632ACN    
